author,comment,likes,is_reply
@ayundakusuma3842,"Pecat aja ppatk buat rakyat + susah,,,bubarkan aja merugikan rakyat,,,rakyat udah susah + susah ,,,apa,,,Indonesia di bilang merdeka,,,?!",0,False
@khoiri2653,"Bnyk org pintar di negara ini tp ga dipakai oleh negara, jadi keputusan2 diambil dgn coba2 kalo di protes warga dan viral tinggal dibatalkan haduh...",0,False
@PowerRangers-g8g,Wappresnya  aja  judi  onlen  tetapi orang  nggak  tau  judi  onlen  jangan  di  beku kan,0,False
@Loydbirds,PPATK b@bi .. rakyat dianggap penjahat,0,False
@coharkurty9779,"Gua yg bukan pejabat,bukan orang yg ngaku pinter, orang goblok lah gampangnya.masih bingung itu claim 70% dapetnya dari mana??kalau mau buat alasan coba yg agak msuk akal dikit lah,
Namanya orang main judol rekeningnya gk mungkin dormant🤦🏻‍♂️🤦🏻‍♂️
Btw ada knlan gua nih,baru dpt transferan gaji dari bosnya blum ada sebulan & ada bukti transfer+masuk.eh pas mau diambil rekeningnya ke blokir,padahl isinya cuma 5 jt.kalu mau pake alasan dicurigai rekening untuk nyompan hasil judol/korupsi/apa kek.masak ya iya isinya cuma 5 jta 🤦🏻‍♂️🤦🏻‍♂️
Ni apa gua yg terlalu goblok ya,jadi otak gua gk nyampe kali🙏🏻🙏🏻",0,False
@masse7926,TOLANG AJARI BANG ..TIM PPATK nya..keliatanya pinter tapi bloon,0,False
@ayumifitri5919,Ayo masarakat  indonesia kita laporin  ppatk ke mahkamah agung,0,False
@TakimAkim-q8t,"Ketua PPATK kroninya harus dipidana  bikin rugi rakyat biadab menjijikan kelakuannya akhlak,,  enak saja blokir2  suruh blokir rekening  koruptor",0,False
@HeriYanto-hq6sp,"Mungkinkah pengalihan isu ? 
Barangkali aja ada isu sensitif...",0,False
@romondoteguh839,bubarkan saja PPATK itu... paling2 mereka ini yang backup judol.... hahaaaa maling teriak maling mereka itu... itu gimana masalah nyawa itu... tanggung jawab....,0,False
@Aminatutthahirah,Ketua ppatknya dungu goblok sengaja bikin keonaran untuk menjegal pemerintahan saat ini.yang kenak getahnya pasti pak presidennya,0,False
@Subandi-zi8ec,"PPATK ,otaknya  ,di taruh di dengkul ,kelihatanya saja pinter tapi begok ,penjarakan saja PPATK ,gak pecus ,pinternya hanya ngurusi  kelamin",0,False
@aiprasetya7855,"yg di incer kan duit nganggur dari pensiunan atau rek orang yang udah meninggal, intinya menurut gw pemerintah mau ngambil duit kita",0,False
@ShoppPing-t5j,"Kenapa orang konoha dikit2 ngeluh,",0,False
@purnamasibuea9994,"Ngeri ngeri dan ngeri bangat iya indnesia ini. Orang lain yang berbuat kejahatan, semua kena getahnya.",0,False
@Wawanalwani744,"Assalamualaikum wrwb' 
Klo menurut sy sih sepertinya Ketua PPATK itu kurang kerjaan, 
Maka dari itu timbullah inisiatif seperti itu, 
Lalu dia kompromi dengan Presiden Prabowo, 
Berhubung Presiden Prabowo sudah agak tua, 
Akhirnya dia itu manggut2 aja apa kata dia, dan jg dia itu tdk memikirkan efeknya terhadap Rakyat Banyak.🙏🙏🙏🙏",0,False
@hafidzatt,"termuL2 di kabinet Pak Prabowo sengaja membuat kekacauan, agar masyarakat resah, gaduh, chaos, lalu bersama DPR/MPR bersatu menurunkan beliau, yg pada akhirnya kita bisa tau siapa yg akan naik menggantikan... siapa lagi klw bukan si anak berkebutuhan khusus yang suka mabok asam sulfat, baca komik dan main tamiya - #SavePrabowo",0,False
@RenbardyRenbardy-n6c,Betoool bang..,0,False
@tananngo4037,"❤~kini kita juga sering WA dgn kawan, jikalau WA-nya tidak aktif, kan ada org langsung menghapusnya.. ?!: apanya yg dipermasalahkan...?! Harus paham filsafatnya...?! ❤",0,False
@sudarwantobjn9327,Tuntut ketua PPATK ke pengadilan dan penjarakan,0,False
@MamasSafiq-h5j,PPATK bangsat taik kalian,0,False
@arinugroho7136,PPATK Ga Peka m a l a h PEKOOOK....,0,False
@semua_ilmu_tentang_kehidupan,"Jujur saja,apa sekarang otak para pejabat kita benar benar sudah kopong semua,karena mereka jadi pejabat karena punya uang,koneksi ordal dan balas jasa politik.
Ada laporan rekening penipu malah g ada tindakan apa-apa,
Ini Alasan memblokir judol,padahal rekening judol malah aktif terus,gak mungkin rek judol gak mungkin dorman.
Tanah hak milik nganggur disita juga.
Sedang yang korupsi ratusan miliar sampai triliun,gak ada disita asetnya,dengan alasan kasian,lalu dapat remisi.memang bangsat semua para pejabat sekarang",0,False
@al-achsan1409,Aku setuju dimasa saja sh mereka,0,False
@azharbuwana2474,Dalam benak pejabat yg di fikirkan bagaimana cara merampok rakyatnya sendiri,0,False
@JokoKuncoro-eg5jx,"RAKYAT SEDIH DIBUATNYA.
NEGARA MAKIN TDK ADIL",0,False
@FitriAmbarwati-f1h,Apa bedanya sama maling uang rakyat,0,False
@sukarlankarlan7498,itu pertanda bank sedang kolap,0,False
@rozakipml8869,"JUSTRU PEMAIN JUDOL AKTIF TRUS REKENINGNY,,
ITU HANYA ALASAN SECARA HALUS SAJA,CARANYA PEMERINTAH INGIN MERAMPAS RAKYAT,,",0,False
@GifPoll,Tanggung jawab Duni akhirat,0,False
@anonymtechno6509,"gw kira ada pemberitahuan dulu sebelum pemblokiran makanya gw masuk akal sih, gw pikir gw aja yg ga tau info pemberitahuan itu, ternyata memang ga ada gitu ya pemberitaan sebelumnya? 9:14",0,False
@jekhemer,Pantesnya penjara yg buat aturan sama PPATK krn sdh ada niat merampok uang warga negara tanpa ada bukti yg pasti. Ngurusnya sulit ujungnya bosen sendiri uangnya dikuasai ppatk. Apa bukan ngerampok ini namanya,0,False
@sukarlankarlan7498,itu persmpasan hak,0,False
@sukarlankarlan7498,"ya !itu saadiss, merisak hukum!",0,False
@monsieur.rennes,"Sama pemilik start _up dan saya tidak ada trust dg negara sendiri setelah masalah ini.  Mulai saat ini, saya tidak akan simpan uang saya di Indonesia. Better di Kazakhstan. Thx. Negara saya bodoh.",0,False
@okta_diadiganta96,Om @bennix netral kan? Coba bahas Malaysia yang kena tarif 19% dari AS,0,False
@tananngo4037,"❤~setiap bisnis itu ada tingkatannya, mempunyai taktik politik PD bidangnya yg dimaksud...?!
~sifatnya serupa apabila kita didlm kelas, guruh tau muridnya punya tingkah laku, tapi murid itu belum tentu mengetahui terhadap situasi kelas dan gurunya itu...?!
~jadi PPATK itu posisinya sudah serupa ytsb itu terjadi, tidak semua org dpt menerkanya, apa bila tidak diberikan penjelasan yg tepat...?!
~dlm bisnis, PD tingkatan atas bisa bersikap diam mengerjakan sesuatu dan tidak perlu punya kewajiban untuk menunjukkan faedahnya terhadap pekerjaan yg dia kerjakan itu...?!
~kita mau ikut atau tidak, tergantung dari untung ruginya baru kita bertindak...?!
~jika PPATK itu tidak butuh kita ikuti dgn dia, kan kita tidak bisa memaksanya...?! sampai berpendpt Harus begini harus begitu...?! Karena kita bukanlah koordinator...?!
~kita sebagai pengusaha dan PPATK, bagaikan 2 bela pihak mengerjakan 1 pekerjaan, jika salah 1 nya tidak mau, bagaimana dipaksakan....?!
~alias apabila hanya sebelah tangan bertepuk, kan tidak jadi...?! harus paham dan maklum...?! ❤",0,False
@RomiTadisiran,"Saya sediri kena imbasnya,ketika kerumasakit membutuhkan uang eh rekening sudah terblokir.",0,False
@SyafulArif-q7q,"Undang undang perampasan aset dan harta kekayaan para koruptor tidak di sahkan...kenapa ? 
Justru kau gencet"" masyarakat Indonesia....goblok gak iru",0,False
@fajarrahman1229,Tangkap menteri Projo dulu itu baru judol bisa diberantas.,0,False
@RiniRachmawati-v6h,Negri ini pejabat nya rampok 😂😂😂,0,False
@yohanesiwan5616,"Pemerintah mana berani sama bandar judol besar, lha mereka pada terima setorannya 😂",0,False
@AsepNurhidayat-g3n,seharusnya pemerintah harus siapkan tempat judi..yang sah untuk para non muslim...contoh malaysia...genting higlend...,0,False
@sukarlankarlan7498,itu kejahatan terorganisir.,0,False
@kacamobaja1709,PPATK...    Pejabat-pejabat anjg taik kimak,0,False
@therealbalichannel3501,😂😂😂PPA TK. namanya kok ada TK ya.? Taman kanak kanak? Maaf saya tidak paham😂😂😂,0,False
@josephsurono5826,"PPATK anda harus tahu bukan jaksa , bukan hakim , jangan salahkan bila rakyat gak percaya sama ppatk",0,False
@RomiTadisiran,Aturan membuat rakyat kesulitan.,0,False
@fastred214,"Zholimnya pemerintah udah lah PHK masal di mana-mana lowongan kerja X disediakan tuk rakyatnya tapi pajaknya naik terus. Diperburukkan lagi bila udah lagi nganggur makanya segala macam pajak ngak bisa bayar nih sepedanya yang udah 2 tahun tidak bayar pajak akan dirampas pemerintah & bisa dicabut hak pemiliknya. Akun bank yang tidak aktif rekening selama 3 bulan juga akan diblokir akunnya, ya kalo udah nganggur & ngak ada pemasukan gimana akunnya bisa aktif coba. Tanah & lahan yang nganggur selama 2 tahun tidak dikerjakan akan dirampas ama pemerintahnya. Coba bayangkan rakyat udah susah hidupnya sehari-hari lagi dipersulitkan & dimiskinkan dengan merampas segala punya mereka. Pemerintah kayak apa ini? Mendingan digantikan aja tuh nama negara INDONESIA tu ke INDONESITA aja. Pemerintah udah kayak preman kali.",0,False
@sukarlankarlan7498,itu perilsku”feodal baru”,0,False
@bobon2890,Para pemimpin PPATK lu itu bajingan apa pemimpin kami sebagai rakyat mau tau jawaban nya,0,False
@ketarenlimang554,"Bagus  membasmi jodol .apa urusanya..sama orang yang menabung untuk keperluan..
Kejam banget..uang orang sampe diblokir.yang enggak tau apa apa..nabung untuk kerpuluan..jangan kamu nyusahin anak nkri yang enggak tau apa apa.",0,False
@nugrohorachmats9646,"Mafia tanah Sdh masuk pemerintah an = tanah rakyat 2 tahun tidak di pakai bs di ambil negara 
Rampok n maling masuk pemerintahan = rekening nganggur di blokir 
Benar kata pak presiden Prabowo Indonesia nanti akan bubar",0,False
@Darwanto-v2f,Memang PPATK sengaja BIKIN GADUH,0,False
@richardbawole3361,"AKIBAT ORG UCLIM KONOHA KEBANYAKAN BENTURIN KEPALA DI UBIN SAMPE HITAM JADI NYA GAGAL MIKIR,BLM LAGI MINUM2 KENCING ONTA DAN BOLEH BOHONG DLM 3 HAL.GINI JADI NYA.😂GAK BISA MAJU ITU KONOHA.",0,False
@nugrohorachmats9646,"Ini mah mau merampok rakyat dengan cara yg baik dan benar yang tidak melanggar hukum.pantesan akhir akhir ini ga pernah dengar berita perampokan n pencurian ternyata mereka sekarang pada jadi pejabat,terus buat aturan merampok n maling duit rakyat SE enaknya.",0,False
@MuhammadRoyanimahpi,Kalau pemimpin cerdas pasti rakyat makmur. ❤,0,False
@dhimassaputra3597,"Bang @Benix coba bahas tentang AS yg mulai memanas terhadap Rusia , infonya AS sudah mempersiapkan Amunisi nuklir dan Rusia sedang waspada",1,False
@dhimassaputra3597,"Apakah itu berita bener bang,??
Kalau benar terjadi , apakah bisa membuat pasar akan bergoyang yg parah , ..
MUDAHAN DIBAHAS NTAR SAMA BANG BENIX 😁",1,True
@Ade-v5y,"Yg aktif tiap hr  aja & d liat keluar masuknya tuh duit , kl yg judol pasti rek nya aktip terus",0,False
@MartinaMartinaa,Pecat kepada PPATK nyusahkan Rako kecil,0,False
@Vinginengahkurcana,Apaaan itu pemerintah buat rueeeeet banget memang setelah seratus hari presiden RI makin ruet,0,False
@fdrkoe5043,"Dasar anjing,babi,asu iblis semua pejabat korup,uang rakyat pun masuk jadi target kebengisannya dasar rakus,",0,False
@muhidinudin4925,"Nggk tau ni aneh aneh rejim sekarang tindakan,kebijakan aturan, ada tujuan apa yah?, apa nggk ngerti? Nggk tau? Ni kita yg faham, negara ini mau dirubah ke sistim komunis,sistim demokrasi ,pa apa ya?",0,False
@sawalmalele3689,"Kalau bukan penjahat terus apa dong namanya,emang maling bukan penjahat,...?",0,False
@stevanuseven9163,Jangan lagi nabung du BANK,0,False
@juliarmnur3438,"Saya nabung untuk ke perluan mendadak, uang sendiri di taro di BANK di blokir pemerintah..... Ga waras",0,False
@cukireznor,"Bubarkan dan gugat PPATK ,seret pejabat2nya kepengadilan karena sudah merugikan rakyat kecil.",0,False
@mre_nno2754,"Padahal prabowo juga yg nyetujuin, badut2",0,False
@immarffn1677,MAU KELIATAN KERJA TAPI GAMAU REPOT,0,False
@fdrkoe5043,"Goblok emang ini pemerintah uang rakyatnya di bebanin, terserah mereka mau mau beli apa mau beli pesawat kek,mau  buat apa kek,terserah mereka dong,duit mereka yg punya, gilirang bekukan koruptor gak becus,dasar pejabat rakus.",0,False
@dewey-nd6bk,"transaksi turun 70%? transaksi dari mana kan dari awal rekeningnya emang nganggur gak ada transaksi, logikanya di mana",0,False
@fawwaz_aj,Menurunnya judol karena negara bandarnya lagi perang gak sih?,0,False
@ainurroziqin881,Contoh keputusan yg dibuat oleh lembaga yg di pimpin oleh orang yg tidak berkompeten yg tidak tau efek apa yg akan ditimbulkan itulah hasil dari politik balas budi negara ini semakin kacau lalu kita mau pilih siapa lagi nantinya udah ga ada manusia yg dipercaya,0,False
@herrymetakom6719,pejabat PPATK wajib dirampas hartanya dan dihukum mati...krn kebodohannya membuat gaduh negara. ga bisa kerja  uang para koruptor aman tp uang rakyat di bekukan...kebodohan yg hakiki. buat malu negara dimata international.,0,False
@Clarissa_can,"kita harus hati hati ni nabung di bank,uang kita bisa disita sepihak sama bank. kita menabung seumur hidup atau orang tua kita menabung untuk masa depan anaknya bisa dicuri sepihak oleh bank,ini benar benar gila dan rakyat tidak percaya lagi kepada bank bahkan rakyat akan menarik semua uang mereka di bank dan disimpan dirumah dan ini akan memberikan kesempatan bagi para pencuri untuk beraksi dirumah warga",0,False
@istyaprilia3399,Gas gugat bank,0,False
@YoyonKharisma,Bikin susah orang aja,0,False
@YappiCoy,Yg nuduh om benix buzzer pemerintah silahkan comment. Yg blg bennix nga netral mana suaranya. Om benix benarkah info bahwa trump akan menurunkan tarif negara2 Asia menjadi 15%? JD klo itu benar Indonesia di kadalin dengan trump donk,0,False
@reynhardTetmoen,Turunkan Prabowo tambah NGAWOOR saja.,0,False
@dewey-nd6bk,"aku ngira judol itu rekeningnya aktif karna sering buat top up, tapi kok yang diblokir yang nganggur",0,False
@onlinentj7902,"Menurut aku setiap 1 orang hrs memiliki mak satu rek di  bank , jd hrs intervensi bank tsb jadi biar mudah deketeksi setiap orang dengan profilnya.",0,False
@babasbebas951,"Sabar bang, tunggu sebentar nanti presiden kita tercinta bakal membatalkan ini semua, yakin saya😅",0,False
@andysiahaan4066,Orang miskin gak boleh punya rekening di Konoha,0,False
@SitiKholipah-i3u,Harusnya digantung kepala PPATK nya,0,False
@CataleaFeyyo,Ntr juga naik LG org judolnya,0,False
@setyaki7926,Harusnya yg di larang itu situs 2 yg menjalankan bisnis judi online  bukan rekening,0,False
@suryapurnamajaya9647,taikkkkkkkkk aja isi otaknya bangg😂😂😂😂,0,False
@AgusDandan-p3f,"Yang judol trutama dikmpung2 kebanyakan pakenya akun transaksi  virtual/ewalet trutama khususnya dicianjur akun DANA yg bnyak dipakai, mah gmna pmerintah sanggup nggak tuh beresin, yg aneh apakah memang PPATK nggak bisa lihat realita ini",0,False
@xrapos,"JANGAN BICARA SETUJU,KALAU MAU KRITIK,KRITIK YANG SANGAT TAJAM SEKALIAN.

KLAIM TURUN 70% GEGARA PEMBEKUAN ITU GA NYAMBUNG,GA MASUK LOGIKA.

PPATK SEDANG MENYARING REKENING DORMANT YANG PEMILIKNYA SUDAH MENINGGAL DAN TIDAK ADA AHLI WARIS YANG URUS ATAU PEWARIS TIDAK TAU ADA TABUNGAN.INI YANG DI INCAR PPATK.",1,False
@pabloreinard2608,"Narasinya nyalain judi online makanya ppatk Melakukan pemblokiran,yg seharusnya diberantas tuh bandarnya, orang bisa buka rekening baru dgn mudahnya,",0,False
@JimmyKaterino,STOP MENABUNG DIBANK TARIK SEMUA UANG YG ADA DIBANK DAN BUBARKAN PPATK BIKIN GADUH,0,False
@rohman-wk5ur,"hancur nih negara,
 bodoh sekali banyak sektor jabatan di isi orang2 bodoh, dengan kebijakan2 yang bodoh juga",0,False
@suryapurnamajaya9647,"negara ini sdh mlindungi rkytnya to pjbt"" nya yg tdak, apa yg sdh d beri alam indonesia koda manusia""nya?? semua sdh trsedia, tp pjbat"" nya yg bgtu, lama"" ngamuk ne msyrkat",0,False
@suryapurnamajaya9647,bobrokkkkk,0,False
@indrahermawan2579,PPATK udah gila gak punya otak karna rekening saya di blokir padahal saldonya cuman 200 rebu pAdahal tiap bulan transaksi sama bank .harus bertanggung jawab,0,False
@mihor-b9t,"Pokoknya pejabat2 Indonesia otaknya otak bajingan, otak maling duit yang dipungut dari pajak. G DPR sampe DPRD KABUPATEN, g menteri sampe gubernur sampe bupati  semua otak maling",0,False
@firmancreative4138,MAKIN KESINI MAKIN GOBLOK ORG2 DALAM PEMERINTAHAN.,0,False
@PakSarjum,Ah jangan jangan ppatk yg penjahat,0,False
@AmanullahUtomo,Ketua ppatk harus di pecat bikin gaduh nkri,0,False
@AmanullahUtomo,Pasti ada yg perintah ppatk perampas uang rakyat,0,False
@WahudiAkmal,Pejabat goblok bikin kebijakan gk mikir panjanf,0,False
@MaulanaArca,"Judol turun 😅 mungkin berita itu hoax agar oknum PPATK tidak di adili,,..pecat dan penjarakan oknum PPATK",0,False
@user-iw6wb1sr9w,Pemerintahan Indonesia ini sebenarnya munafik... Bagaimana mau memberantas judol sementara mereka juga menrima uang dari bandar2...,0,False
@imadejember1117,"PPATK memang keblinger, gak tahu job yang sesungguhnya, main serobot aja.",0,False
@LNNE555,logika kontol PPATK😂,0,False
@garroshhellscream7016,"Tarik saja yang kalian secara besar-besaran dari bank daripada di BLOKIR lagi
Bahaya sekarang simpan di bank,CASH LEBIH BAIK
JANGAN LUPA PASANG BENDERA JOLLY ROGER SEBAGAI BENTUK KEKECEWAAN DAN PROTES
FREE SPEECH",0,False
@bagusbagusbagus-k2u,"😂😂😂 benix setuju, influeser pemerintah😂😂😂",0,False
@tcab2712,Otoriter,0,False
@bagusbagusbagus-k2u,"negeri ini kurang duit kasian 10 tahun belakang , indonesia nambah utang tinggi banged. alhasil prabowo presiden gak punya uang . rakyat di peras terus",0,False
@Q85-k9p,Bukan nya rekening koruptor yg di usut malah duit rakyat yg di curi oleh ketua PPATK... Bangsat benar nih ketua PPATK,0,False
@rosotresno131,Keputusan diambil sehabis minum ciu😂😂😂,0,False
@asasosas213,"setiap kebijakan mentri itu harus ada persetujuan dari pak prabowo dulu, jogetin ae lah",0,False
@brontosseno307,pertinyiinyi.. kok mereka tau omset judol turun? emang tau rekeningnya? kalo tau rek. kenapa rek. judolnya g di blokir.. kan tolol 😂,0,False
@zakrimdzin3473,"Itu duit kamu , kamu main judi online pun duit sndiri yg hbis..diorg takda hak nk blokir duit kita sndiri..pemerintah kamu yg bodoh sebetul ya..",0,False
@sitisiti5111,"Culun presidennya nurut bae  setuju sama PPATK , menyusahkan rakyat bae, sudah hampir THN jadi presiden gak ada kebijakan yg jelas OMON OMON doang Bullshit",0,False
@bingobongo270,Bubarkan PPATK tidak bermanpaat,0,False
@kitbuichai3958,"Dipanggil pak presiden PPATK, lu kalau dapat duit sitaan haram jangan lupa bagi bagi awas lu😂
Eh yang kena mala rakyat yang tidak bersalah 
Dan menimbulkan luka yang sangat mendalam 😓",0,False
@joannaryan1737,"Lah harusnya pemerintah hapus itu judol Dr aplikasi. Atw ad yg punya kepentingan Di dalamnya sampai judol GA bs dihapus drnsistem. Udah tau warganya bnyk YG minim SDM, bukannya hapus malah ttp dikasih kesempatan Di aplikasi",0,False
@Robi-vv8pp,"PPATK  HARUS DITUNTUK HUKUM....!!
BANYAK MENGAKIBATKAN KERUGIAN MASYARAKAT.....!!   PPATK  SUPER  GOBLOK ...!!",1,False
@Reynimee,"Kalau pemain judol harus harusnya rekeningnya sangat aktif,untuk depo atau witdraw",0,False
@GangbaxuSweqexa,"Rekening pensiunan ibu diblokir ppatk ,, sungguh bejat kau",0,False
@izonetwin,"Klo rakyat pada panik.kira2 bnyak rakyat yg menarik uang tunainya g ya? Trus peredaran uang tunai banyak di masyarakat, save di bank jd g percaya lagi. Ada kemungkinan trjadi masalah ekonomi lg g sih klo situasinya mcm itu?",0,False
@SragenTina-c4u,Aneh tapi nyata,0,False
@Reynimee,Mending ramai ramai tidak usa nyimpen uang di bank,0,False
@ennyrutinahningsih,PPATK pejabat bodoh tolol serbu aja ke rumah nya biar mampus,0,False
@gandowputra8346,G da uang untuk dikoropsi,0,False
@inderawidi77,3:13 dilewatin aliran dana karena yang dormant banyak yang dijual ke bandar judol,0,False
@raionhungry6073,Intinya sih mereka ngundang kita sebagai masyarakat untuk melakukan kejadian tahun 98 untuk ke 2x nya... ☺️,0,False
@thaybafadlol8173,"Uang yg di simpan dibank sekalipun gak aktif rekeningnya terus dianggap tak berfusngsi adalah salanh fikir yg fatal. 

Sebab uang yg ditaruh di bak adalah uang yg aktif sekalipun rekening yg bersangkutan tidak aktif. 

Uang yg di taruh dibank artinya uang tersebut aktif  dikelola oleh bak
 untuk pembiayaan bagi yg membutuhkan. 11:57",0,False
@edysabara2236,Palok bapak ang min,0,False
@10247769,"Harusnya judol online yg diblokir, bukan rek masyarakat. Belajar ilmu sama budi ari yg bisa memblokir judol 😅😅",0,False
@satriopiningit8988,Budi Ari dan Jokowi itu bos judol.. sebelum mereka ditangkap gak bakal beres judol,0,False
@datomansur1951,Pemerintah aneh sekarang 😂😂😂,0,False
@shinnetsu,"PPATK dituntut telah melakukan ""Abuse of Power""",2,False
@shamsBALISIC,Padahal pemain judol 2:57 top up lewat dana,0,False
@eddypermana9287,SE bodoh bodohnya saya warga Indonesia .paham ini kasus demi kasus ada yg seting,0,False
@ariefarsalan92,*PPATK BAJINGANNBNN😅*,0,False
@NyomanBudiyasa-s9n,Hukum gantung pejabat ppatk prampok uang rakyat,0,False
@alimuhtar8539,Keputusan kocak,0,False
@eddypermana9287,Ini looo indonesia.bnyk kasus seolah olah ada yg seting.liat laut di pagar .raja Ampat 3 pulau Aceh mau di serobot.ini sepertinya ada yg buat senetron untuk ngalihkan perhatian kasus ijazah palsu dan lain lain.kasus kidol di kontrol kementrian kasus minyak .ini looo Bansa Indonesia makin di siksa,0,False
@candhikaraditya331,Apakah ada hubungan dengan kesepakatan 19 % ..???,0,False
@YNTKTS-yntkts,Orang sengaja di pelihara ya ga bakal bisa. Aslinya kalo beneran kerja bisa,3,False
@susenosuseno7591,"Komen anda bagus, tapi ada yg tdk tepat krn rekening penjudi itu kan banyak x dan yg main mayoritas ekonomi lemah n bodoh mk isinya dikit. Rek. Bandar sedikit mk PPATK lacak dulu dah pasti lalu tutup dan polisi proses. PPATK hrs info ke bank n bank pastikan ke nasabah alasan tdk aktif. Pndpt sy ada Bank yg tdk mau nutup wlpun udah diminta nasabah. Sepertinya biar keren nasabahnya banyak. Yg benar2 reknya aktip mk teriak itu pasti tdk lebih 100org, tapi media ikut bakar mk ramai. Yg lain pasti memang sdh tdk aktif n penjahat krn rek dibuat utk transfer BLT dlsb tapi utk judol juga. Alhamdulillah ada usaha perbaikan hanya cara yg kurang bagus.",0,False
@SunGokong-h7l,"Banyak instansi yg sebenarnya g berguna untuk rakyat. Cuma omon2 atas nama rakyat. 
70% data darimana. Nanya setan di pohon besar?
Klo emang tau itu judol, knapa itu aja yg di blokir",0,False
@Yuma-p3n,Ternyata di Indonesia banyak orang yg pintar tetapi blum ada kesempatan di posisi bagian di pemerintahan yg kepake yg plangaplongo jadi pejabat,0,False
@kristianto-304,"Pemerintah makin ke sini, makin ke sana
Rekening nganggur di bekukan
Tanah nganggur di sita
Laki nganggur 3bulan di sita kagak?
Angsuran nunggak 3 bulan diambil negara?
Makin ke sini makin ke sana😢",0,False
